name,yearkm_driven,fuel,seller_type,transmission,owner,selling_price
Maruti Swift Dzire VDI,201390010,Diesel,Dealer,Manual,Second Owner,360000
Maruti Ertiga VDI,201380000,Diesel,Individual,Manual,First Owner,250999
Tata Nano Lx BSIV,201235000,Petrol,Individual,Manual,Second Owner,45000
Maruti Wagon R VXI BSII,200680000,Petrol,Individual,Manual,Second Owner,75000
Maruti Swift Dzire VDI,201331800,Diesel,Dealer,Manual,First Owner,495000
Maruti Wagon R CNG LXI,201359100,CNG,Dealer,Manual,First Owner,310000
Honda Jazz 1.2 V i VTEC,201631200,Petrol,Dealer,Manual,First Owner,540000
Maruti Ciaz VDi Plus SHVS,201651000,Diesel,Dealer,Manual,First Owner,665000
Hyundai i20 Magna 1.4 CRDi (Diesel),201322700,Diesel,Dealer,Manual,Second Owner,425000
Audi A4 2.0 TDI,201158000,Diesel,Dealer,Automatic,First Owner,1295000
Maruti Ciaz VDI SHVS,201650900,Diesel,Dealer,Manual,First Owner,675000
Maruti Vitara Brezza ZDi Plus Dual Tone,201810000,Diesel,Individual,Manual,First Owner,980000
Chevrolet Beat Diesel LS,201460000,Diesel,Individual,Manual,First Owner,320000
Maruti Ritz VXI,201180000,Petrol,Individual,Manual,Second Owner,250000
Maruti Baleno Zeta 1.3,201672000,Diesel,Individual,Manual,First Owner,600000
Hyundai Xcent 1.2 Kappa S,201696000,Petrol,Individual,Manual,First Owner,300000
Chevrolet Beat Diesel LS,201466000,Diesel,Individual,Manual,First Owner,305000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,201280000,Diesel,Individual,Manual,Second Owner,270000
Renault Fluence 1.5,201290000,Diesel,Individual,Manual,First Owner,300000
Maruti Wagon R LXI Minor,200970000,Petrol,Individual,Manual,First Owner,106000
Hyundai Accent GLS 1.6 ABS,200675000,Petrol,Individual,Manual,Third Owner,90000
Tata Tiago 1.2 Revotron XZ,20192417,Petrol,Individual,Manual,First Owner,539000
Ford Fiesta 1.4 ZXi TDCi ABS,2009100000,Diesel,Individual,Manual,Fourth & Above Owner,110000
Hyundai EON Era Plus Option,201630000,Petrol,Individual,Manual,Second Owner,250000
Hyundai i20 Asta (o),200950000,Petrol,Individual,Manual,First Owner,300000
Mahindra Scorpio BSIV,201860000,Diesel,Individual,Manual,First Owner,707000
Hyundai Getz GLS,2007120000,Petrol,Individual,Manual,Fourth & Above Owner,95000
Maruti Eeco CNG 5 Seater AC BSIV,20207000,CNG,Individual,Manual,First Owner,495000
Tata Indigo TDI,201235000,Diesel,Individual,Manual,First Owner,200000
Maruti A-Star Vxi,2009110000,Petrol,Individual,Manual,Fourth & Above Owner,110000
Maruti Alto LXi,2008130000,Petrol,Individual,Manual,Fourth & Above Owner,100000
Maruti Alto 800 LX,201625000,Petrol,Individual,Manual,Second Owner,150000
Toyota Etios 1.5 V,201635000,Petrol,Individual,Manual,First Owner,509999
Ford Ikon 1.3 Flair,200580000,Petrol,Individual,Manual,Third Owner,50000
Chevrolet Aveo 1.4,200770000,Petrol,Individual,Manual,Second Owner,85000
Hyundai Grand i10 1.2 Kappa Magna BSIV,201823000,Petrol,Individual,Manual,First Owner,475000
Volkswagen Polo 1.2 MPI Highline,201440000,Petrol,Individual,Manual,First Owner,425000
BMW 5 Series 530i,2006110000,Petrol,Individual,Automatic,Second Owner,480000
Maruti S-Cross Delta DDiS 200 SH,201910000,Diesel,Individual,Manual,First Owner,950000
Maruti Swift Dzire VDI,201580000,Diesel,Individual,Manual,First Owner,535000
Hyundai Verna CRDi SX ABS,200925000,Diesel,Individual,Manual,Third Owner,325000
Maruti Wagon R Stingray VXI,201374000,Petrol,Individual,Manual,Third Owner,270000
Maruti Celerio VXI,201560000,Petrol,Individual,Manual,Third Owner,300000
Volkswagen Vento Diesel Trendline,201170000,Diesel,Individual,Manual,First Owner,325000
Tata New Safari DICOR 2.2 EX 4x2,2010100000,Diesel,Individual,Manual,First Owner,350000
Hyundai Verna CRDi SX,2008146000,Diesel,Individual,Manual,Third Owner,229999
Maruti Swift Dzire LDi,2012120000,Diesel,Individual,Manual,Second Owner,325000
Maruti Wagon R LXI,200570000,Petrol,Individual,Manual,Second Owner,70000
Skoda Laura Ambiente,2008120000,Diesel,Individual,Manual,Third Owner,190000
Chevrolet Cruze LTZ,201165500,Diesel,Individual,Manual,First Owner,345000
Mahindra Scorpio 1.99 S10,201670000,Diesel,Individual,Manual,First Owner,1025000
Maruti Alto 800 LXI,201250000,Petrol,Individual,Manual,First Owner,120000
Maruti Alto LXi BSIII,200990000,Petrol,Individual,Manual,Second Owner,114999
Honda City 1.5 S MT,2009120000,Petrol,Individual,Manual,Second Owner,300000
Maruti Celerio VXI,201656000,Petrol,Dealer,Manual,First Owner,340000
Maruti Wagon R LXI,200570000,Petrol,Individual,Manual,Second Owner,90000
Maruti Alto LX,2006140300,Petrol,Individual,Manual,First Owner,150000
Maruti Alto K10 2010-2014 VXI,201070000,Petrol,Individual,Manual,First Owner,115999
Toyota Etios Liva 1.4 VD,201736000,Diesel,Dealer,Manual,First Owner,425000
Honda Amaze VX O iDTEC,201712997,Diesel,Dealer,Manual,First Owner,550000
Maruti Ciaz 1.4 AT Zeta,201740000,Petrol,Individual,Automatic,First Owner,500000
Mahindra Quanto C8,201325000,Diesel,Individual,Manual,Second Owner,300000
Hyundai Verna CRDi 1.6 SX Option,201826430,Diesel,Dealer,Manual,First Owner,1150000
Maruti Swift 1.3 VXI ABS,201524600,Petrol,Dealer,Manual,First Owner,475000
Maruti Wagon R LXI,201128481,Petrol,Dealer,Manual,First Owner,260000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013100000,Petrol,Individual,Manual,First Owner,350000
Mahindra XUV500 W8 2WD,201341988,Diesel,Dealer,Manual,First Owner,750000
Renault KWID Climber 1.0 AMT BSIV,20177658,Petrol,Dealer,Automatic,First Owner,350000
Maruti Wagon R LXI,200930375,Petrol,Dealer,Manual,First Owner,180000
Maruti Swift Dzire VDI,201734400,Diesel,Dealer,Manual,First Owner,611000
Renault KWID RXL BSIV,201718500,Petrol,Dealer,Manual,First Owner,325000
Hyundai EON 1.0 Era Plus,201248000,Petrol,Dealer,Manual,First Owner,225000
Maruti Wagon R AMT VXI,201428942,Petrol,Dealer,Automatic,First Owner,300000
Mahindra Bolero Power Plus SLX,201750000,Diesel,Individual,Manual,Second Owner,400000
Mahindra XUV500 W8 2WD,201253600,Diesel,Dealer,Manual,First Owner,711000
Toyota Innova 2.5 G (Diesel) 8 Seater,201553652,Diesel,Dealer,Manual,First Owner,851000
Maruti Wagon R VXI,201623000,Petrol,Dealer,Manual,Second Owner,375000
Maruti Zen Estilo LXI BSIII,200710211,Petrol,Individual,Manual,First Owner,275000
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005120000,Diesel,Individual,Manual,Third Owner,120000
Maruti Celerio ZDi,2015120000,Diesel,Individual,Manual,First Owner,350000
Maruti Celerio ZXI,201735000,Petrol,Individual,Manual,First Owner,409999
Hyundai Verna 1.6 SX,2012130000,Diesel,Individual,Manual,First Owner,500000
Nissan Sunny Diesel XL,201390000,Diesel,Individual,Manual,Second Owner,220000
Ford Fiesta 1.6 Duratec EXI Ltd,200880000,Petrol,Individual,Manual,Second Owner,120000
Hyundai Santro Xing XK,200755000,Petrol,Individual,Manual,Second Owner,70000
Maruti Swift Dzire ZXI Plus,201715000,Petrol,Individual,Manual,First Owner,800000
Maruti Swift Dzire VDI,2014260000,Diesel,Individual,Manual,Second Owner,450000
Mahindra Scorpio SLE BSIV,2012145000,Diesel,Individual,Manual,First Owner,525000
Datsun GO Plus Remix Limited Edition,201635000,Petrol,Individual,Manual,First Owner,300000
Hyundai i10 Magna,200856000,Petrol,Individual,Manual,Second Owner,195000
Ford Fiesta Classic 1.4 SXI Duratorq,200798000,Diesel,Individual,Manual,Second Owner,130000
Toyota Etios VD,2011135000,Diesel,Individual,Manual,Second Owner,300000
Maruti Alto VXi,200260000,Petrol,Individual,Manual,Third Owner,120000
Toyota Innova 2.5 G3,2010120000,Diesel,Individual,Manual,Third Owner,450000
Tata Indigo LS,2010102000,Diesel,Individual,Manual,Second Owner,160000
Mahindra Bolero Power Plus Plus AC BSIV PS,201835000,Diesel,Individual,Manual,First Owner,800000
Maruti 800 AC,201380000,Petrol,Individual,Manual,First Owner,100000
Volkswagen Polo GTI,201713599,Petrol,Dealer,Automatic,First Owner,825000
Maruti Alto 800 LXI,201532933,Petrol,Dealer,Manual,First Owner,265000
Maruti Wagon R LXI,200854551,Petrol,Dealer,Manual,First Owner,175000
Maruti Omni 8 Seater BSIV,201457112,Petrol,Dealer,Manual,First Owner,250999
Hyundai Xcent 1.2 VTVT S AT,201541025,Petrol,Dealer,Automatic,First Owner,471000
Maruti Swift Dzire LDI,20195000,Diesel,Individual,Manual,First Owner,650000
Maruti Swift Dzire LDI,20195000,Diesel,Individual,Manual,First Owner,650000
Hyundai EON Magna,201253122,Petrol,Dealer,Manual,Second Owner,225000
Maruti Alto 800 LXI CNG,201364111,CNG,Dealer,Manual,First Owner,245000
Maruti Ritz LXi,201178892,Petrol,Dealer,Manual,First Owner,221000
Hyundai i20 1.2 Asta,201174113,Petrol,Dealer,Manual,First Owner,271000
Maruti Wagon R VXI,201280000,Petrol,Dealer,Manual,First Owner,290000
Maruti Swift VXi BSIV,201739000,Petrol,Dealer,Manual,First Owner,525000
Volkswagen Vento 1.6 Highline,201284775,Petrol,Dealer,Manual,First Owner,377000
Tata Nano LX SE,201220778,Petrol,Dealer,Manual,First Owner,95000
Maruti Ertiga VDI,201564441,Diesel,Dealer,Manual,First Owner,763000
Honda Amaze S i-Vtech,201543192,Petrol,Dealer,Manual,First Owner,450000
Tata Nano Twist XE,201444416,Petrol,Dealer,Manual,First Owner,140000
Maruti Ciaz VDi Plus SHVS,201679991,Diesel,Dealer,Manual,First Owner,701000
Nissan Micra Diesel XV,201162601,Diesel,Dealer,Manual,Second Owner,277000
Maruti Baleno Delta Automatic,201850000,Petrol,Individual,Automatic,First Owner,520000
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017100000,Diesel,Individual,Manual,First Owner,550000
Volkswagen Vento Diesel Highline,201197000,Diesel,Individual,Manual,Third Owner,260000
Renault Pulse RxZ,2015100000,Diesel,Individual,Manual,First Owner,420000
OpelCorsa 1.4 GL,2002100000,Petrol,Individual,Manual,Third Owner,35000
Mahindra XUV500 W7 BSIV,201820000,Diesel,Individual,Manual,First Owner,1150000
Maruti Ciaz 1.4 Zeta,201746000,Petrol,Individual,Manual,First Owner,680000
Maruti Swift VDI,201240000,Diesel,Individual,Manual,First Owner,425000
Maruti Swift Dzire LDI,201470000,Diesel,Individual,Manual,Second Owner,450000
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,200889600,Diesel,Individual,Manual,Third Owner,590000
Volkswagen Jetta 1.4 TSI Comfortline,201760800,Petrol,Individual,Manual,First Owner,936999
Honda Mobilio S i DTEC,2015104000,Diesel,Individual,Manual,Second Owner,420000
Volkswagen Polo 1.5 TDI Highline,201480000,Diesel,Individual,Manual,Second Owner,450000
Maruti 800 AC,200469111,Petrol,Individual,Manual,Third Owner,40000
Toyota Innova 2.5 G (Diesel) 8 Seater,201470000,Diesel,Individual,Manual,Second Owner,520000
Maruti 800 AC,2007120000,Petrol,Individual,Manual,First Owner,80000
Tata Nano CX,201440000,Petrol,Individual,Manual,First Owner,55000
Mahindra Bolero DI DX 7 Seater,2001100000,Diesel,Individual,Manual,Third Owner,80000
Maruti Alto 800 LXI,201920000,Petrol,Individual,Manual,First Owner,210000
Ford Figo Petrol Titanium,201550000,Petrol,Individual,Manual,Second Owner,300000
Tata Tiago 1.05 Revotorq XM,201750000,Diesel,Individual,Manual,First Owner,260000
Tata Zest Quadrajet 1.3,201670000,Diesel,Individual,Manual,First Owner,250000
Tata Indica Vista Aqua TDI BSIII,200890000,Diesel,Individual,Manual,First Owner,80000
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010150000,Diesel,Individual,Manual,Second Owner,450000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005120000,Diesel,Individual,Manual,Second Owner,310000
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012100000,Diesel,Individual,Manual,First Owner,500000
Maruti Ertiga SHVS VDI,201670000,Diesel,Individual,Manual,Second Owner,800000
Hyundai Creta 1.6 CRDi SX,201670000,Diesel,Individual,Manual,Second Owner,840000
Honda Amaze S i-Vtech,201650000,Petrol,Individual,Manual,First Owner,490000
Tata Indica Vista Aqua 1.4 TDI,201081000,Diesel,Individual,Manual,Second Owner,125000
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012120000,Diesel,Individual,Manual,Third Owner,400000
Chevrolet Cruze LTZ,20153600,Diesel,Dealer,Manual,First Owner,1000000
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,201514272,Petrol,Dealer,Manual,First Owner,530000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,201749213,Diesel,Dealer,Manual,First Owner,840000
Hyundai i10 Sportz 1.1L,201540000,Petrol,Individual,Manual,First Owner,229999
Maruti 800 Std,199840000,Petrol,Individual,Manual,Fourth & Above Owner,40000
Chevrolet Spark 1.0 LS,201280000,Petrol,Individual,Manual,First Owner,130000
Hyundai EON Era Plus,201570000,Petrol,Individual,Manual,First Owner,200000
Tata Indica Vista Aqua TDI BSIII,201170000,Diesel,Individual,Manual,First Owner,120000
Hyundai Santro LP zipPlus,200357000,Petrol,Individual,Manual,First Owner,75000
Tata Bolt Quadrajet XE,2016120000,Diesel,Individual,Manual,First Owner,250000
Maruti 800 AC BSIII,200530000,Petrol,Individual,Manual,First Owner,100000
Hyundai EON Era Plus,20133240,Petrol,Individual,Manual,Second Owner,280000
Hyundai i20 Magna 1.2,20155000,Petrol,Individual,Manual,First Owner,540000
Hyundai i20 1.2 Asta,201810000,Petrol,Individual,Manual,First Owner,700000
Ford Figo Petrol EXI,201490000,Petrol,Individual,Manual,Second Owner,350000
Maruti SX4 VDI,2011100000,Diesel,Individual,Manual,First Owner,320000
Honda Amaze S i-DTEC,201690000,Diesel,Individual,Manual,First Owner,475000
Tata Manza Aura (ABS) Quadrajet BS IV,2011140000,Diesel,Individual,Manual,Second Owner,220000
Nissan Micra Diesel XV Premium,201313770,Diesel,Individual,Manual,First Owner,210000
Ford Ikon 1.3 Flair,20054637,Petrol,Individual,Manual,Second Owner,61000
Skoda Superb Elegance 2.0 TDI CR AT,2009100000,Diesel,Individual,Automatic,Second Owner,355000
Chevrolet Beat Diesel LT,201260000,Diesel,Individual,Manual,First Owner,150000
Tata Indica Vista Quadrajet LX,201180000,Diesel,Individual,Manual,First Owner,133000
Chevrolet Cruze LTZ AT,201550000,Diesel,Individual,Automatic,First Owner,650000
Nissan Micra XL,201440000,Petrol,Individual,Manual,Second Owner,210000
Chevrolet Beat Diesel LS,201393900,Diesel,Individual,Manual,Second Owner,130000
Maruti 800 AC,200770000,Petrol,Individual,Manual,First Owner,60000
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005120000,Diesel,Individual,Manual,Third Owner,120000
BMW 5 Series 520d Luxury Line,201740000,Diesel,Individual,Automatic,First Owner,2900000
Hyundai Accent CRDi,2005120000,Diesel,Individual,Manual,Second Owner,100000
Maruti Zen VXi - BS III,200480000,Petrol,Individual,Manual,First Owner,79000
Chevrolet Beat Diesel LS,2012110000,Diesel,Individual,Manual,First Owner,120000
Maruti Zen LXi - BS III,200534000,Petrol,Dealer,Manual,First Owner,125000
Chevrolet Enjoy 1.3 TCDi LS 8,201320000,Diesel,Dealer,Manual,First Owner,425000
Maruti Wagon R LXI,2001117000,Petrol,Individual,Manual,Second Owner,70000
Maruti Swift VXI,20201500,Petrol,Individual,Manual,First Owner,619000
Nissan Micra XL,201748965,Petrol,Dealer,Manual,First Owner,415000
Hyundai EON Era Plus Option,201455000,Petrol,Dealer,Manual,First Owner,265000
Tata Indica GLS BS IV,200860000,Petrol,Individual,Manual,First Owner,70000
Chevrolet Sail Hatchback 1.3 TCDi,201540000,Diesel,Individual,Manual,First Owner,281000
Tata Indigo Grand Dicor,201380000,Diesel,Individual,Manual,First Owner,211000
Hyundai Elite i20 Petrol Magna Exective,201811000,Petrol,Individual,Manual,First Owner,550000
Chevrolet Enjoy TCDi LT 8 Seater,2014110000,Diesel,Individual,Manual,First Owner,350000
Maruti Wagon R VXI AMT,201719890,Petrol,Dealer,Automatic,First Owner,420000
Renault KWID RXT,201520969,Petrol,Dealer,Manual,First Owner,270000
Maruti Celerio VXI,201620194,Petrol,Dealer,Manual,First Owner,399000
Ford Figo Trend,201634982,Petrol,Dealer,Manual,First Owner,440000
Hyundai EON Magna,201244588,Petrol,Dealer,Manual,First Owner,250000
Ford Ecosport 1.5 Diesel Titanium,201657904,Diesel,Dealer,Manual,First Owner,650000
Maruti Alto K10 VXI,201559258,Petrol,Dealer,Manual,First Owner,270000
Ford Figo Trend,201660826,Petrol,Dealer,Manual,First Owner,390000
Mahindra XUV500 W10 2WD,201850000,Diesel,Individual,Manual,First Owner,1500000
Maruti 800 AC,201435000,Petrol,Individual,Manual,First Owner,225000
Mahindra XUV500 W8 2WD,2015110000,Diesel,Individual,Manual,Second Owner,900000
Hyundai Tucson 2.0 e-VGT 2WD AT GL,201840000,Diesel,Individual,Automatic,First Owner,1600000
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,201910000,Petrol,Individual,Manual,First Owner,800000
Honda Amaze E i-Dtech,201350000,Diesel,Individual,Manual,First Owner,320000
Maruti Alto 800 LXI,201625000,Petrol,Individual,Manual,First Owner,300000
Hyundai i20 1.2 Asta Dual Tone,201825000,Petrol,Individual,Manual,First Owner,740000
Datsun RediGO SV 1.0,20191300,Petrol,Individual,Manual,First Owner,350000
Datsun GO T BSIV,201440000,Petrol,Individual,Manual,First Owner,280000
Maruti Swift Dzire AMT VDI,201850000,Diesel,Individual,Automatic,First Owner,675000
Hyundai i10 Era 1.1 iTech SE,201120000,Petrol,Individual,Manual,First Owner,300000
Chevrolet Captiva 2.0L VCDi,201176000,Diesel,Individual,Manual,Third Owner,400000
Mahindra Scorpio VLX 2WD BSIV,2010100000,Diesel,Individual,Manual,Third Owner,420000
Tata New Safari 3L Dicor LX 4x2,2008120000,Diesel,Individual,Manual,First Owner,300000
Maruti Wagon R VXI Minor,201070000,Petrol,Individual,Manual,First Owner,170000
Hyundai EON Era Plus,201470000,Petrol,Individual,Manual,Third Owner,210000
Maruti Ertiga VDI,201560000,Diesel,Individual,Manual,Second Owner,600000
Maruti Wagon R VXI BS IV,201438000,Petrol,Individual,Manual,Second Owner,260000
Tata Nano Twist XT,201519000,Petrol,Individual,Manual,First Owner,82000
Mahindra TUV 300 T8,201675000,Diesel,Individual,Manual,First Owner,690000
Hyundai Grand i10 CRDi Asta,201570000,Diesel,Individual,Manual,First Owner,300000
Honda BRV i-DTEC V MT,201730000,Diesel,Individual,Manual,First Owner,1250000
Hyundai Verna CRDi 1.6 EX,201731707,Diesel,Individual,Manual,First Owner,799000
Toyota Fortuner 3.0 Diesel,2010180000,Diesel,Individual,Manual,First Owner,1000000
Maruti Alto 800 LXI,201490000,Petrol,Individual,Manual,Second Owner,190000
Mahindra Verito 1.5 D2 BSIII,201430000,Diesel,Individual,Manual,First Owner,250000
Hyundai Verna 1.6 i ABS,200960000,Petrol,Individual,Manual,First Owner,200000
Mahindra Bolero DI,200590000,Diesel,Individual,Manual,Second Owner,300000
Tata Zest Revotron 1.2T XMS,2015120000,Petrol,Individual,Manual,Second Owner,250000
Maruti 800 AC,200870000,Petrol,Individual,Manual,Third Owner,90000
Hyundai Santro LE zipPlus,200170000,Petrol,Individual,Manual,First Owner,68000
Hyundai Grand i10 1.2 Kappa Asta,201726500,Petrol,Individual,Manual,First Owner,500000
Hyundai Verna CRDi 1.6 SX,201750000,Diesel,Individual,Manual,First Owner,900000
Maruti Alto LX,200752000,Petrol,Individual,Manual,Second Owner,100000
Renault Duster 85PS Diesel RxL,2016160000,Diesel,Individual,Manual,First Owner,700000
Volvo XC60 D3 Kinetic,2012115992,Diesel,Dealer,Automatic,Third Owner,1750000
Maruti Wagon R VXI Optional,2017110000,Petrol,Individual,Manual,Second Owner,290000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,201497000,Diesel,Individual,Manual,Second Owner,1050000
Tata Indigo LX Dicor,2008100000,Diesel,Individual,Manual,Third Owner,70000
Maruti Swift ZDi BSIV,201641000,Diesel,Individual,Manual,First Owner,520000
Tata Indigo LS,201290000,Diesel,Individual,Manual,First Owner,150000
Hyundai i10 Magna 1.1,200890000,Petrol,Individual,Manual,First Owner,120000
Hyundai i20 Asta Option 1.2,201625000,Petrol,Individual,Manual,First Owner,600000
Tata Xenon XT EX 4X4,201070000,Diesel,Individual,Manual,Second Owner,150000
Volkswagen Vento Petrol Highline,201160000,Petrol,Individual,Manual,First Owner,400000
Maruti Alto 800 LXI,201530000,Petrol,Individual,Manual,Second Owner,310000
Maruti Baleno Alpha 1.2,201530000,Petrol,Individual,Manual,First Owner,550000
Hyundai i20 Asta Option 1.4 CRDi,201660000,Diesel,Individual,Manual,First Owner,550000
Hyundai Grand i10 CRDi Magna,201373000,Diesel,Individual,Manual,First Owner,320000
Maruti 800 AC BSII,1992100000,Petrol,Individual,Manual,Fourth & Above Owner,50000
Hyundai Grand i10 1.2 Kappa Asta,201832000,Petrol,Individual,Manual,First Owner,500000
Renault KWID RXT,201826500,Petrol,Individual,Manual,First Owner,360000
Maruti Vitara Brezza VDi Option,201750000,Diesel,Individual,Manual,Second Owner,700000
Maruti Ertiga VDI,2012110000,Diesel,Individual,Manual,Second Owner,700000
Hyundai i20 1.4 Sportz,201784000,Diesel,Dealer,Manual,First Owner,655000
Maruti Vitara Brezza VDi Option,201750000,Diesel,Individual,Manual,Second Owner,700000
Chevrolet Beat LT LPG,2011110000,LPG,Individual,Manual,First Owner,200000
Renault Duster 85PS Diesel RxL Optional,2012150000,Diesel,Individual,Manual,First Owner,375000
Hyundai Verna 1.6 SX,2012109052,Diesel,Dealer,Manual,First Owner,470000
Maruti Ciaz VDi,201590658,Diesel,Dealer,Manual,First Owner,550000
Honda Amaze VX i-DTEC,2014110000,Diesel,Individual,Manual,Second Owner,500000
Datsun GO T Option BSIV,201525000,Petrol,Individual,Manual,First Owner,210000
Maruti Eeco 7 Seater Standard BSIV,201820000,Petrol,Individual,Manual,First Owner,270000
Skoda Superb 1.8 TFSI MT,201080000,Petrol,Individual,Manual,First Owner,300000
Maruti Wagon R VXI Minor,200760000,Petrol,Individual,Manual,Third Owner,80000
Mercedes-Benz E-Class E250 Edition E,201381000,Diesel,Dealer,Automatic,First Owner,1451000
Tata Safari Storme VX Varicor 400,201815000,Diesel,Individual,Manual,First Owner,1085000
Hyundai Verna SX AT Diesel,200975000,Diesel,Dealer,Automatic,First Owner,245000
Honda WR-V i-VTEC VX,201725552,Petrol,Dealer,Manual,Second Owner,700000
Hyundai EON Magna Plus,201820000,Petrol,Individual,Manual,First Owner,300000
Hyundai Xcent 1.2 CRDi E,201780000,Diesel,Individual,Manual,First Owner,350000
Hyundai Elite i20 Asta Option CVT BSIV,201725000,Petrol,Dealer,Automatic,First Owner,635000
Honda City S,201240700,Petrol,Individual,Manual,First Owner,325000
Mahindra XUV500 AT W10 1.99 mHawk,201765500,Diesel,Dealer,Automatic,First Owner,1150000
Tata Indigo GLE BSIII,200842000,Petrol,Dealer,Manual,First Owner,110000
Honda City 1.5 V MT,20188000,Petrol,Dealer,Manual,First Owner,890000
Maruti Swift 1.3 LXI,200780000,Petrol,Individual,Manual,Second Owner,73000
Chevrolet Beat PS,201477000,Petrol,Individual,Manual,First Owner,170000
Maruti Ciaz ZXi Plus,20166000,Petrol,Dealer,Manual,First Owner,750000
Hyundai EON 1.0 Era Plus,201728838,Petrol,Individual,Manual,First Owner,280000
Maruti Baleno Alpha 1.2,201811174,Petrol,Dealer,Manual,First Owner,690000
Tata Indigo GLS,2008120000,Petrol,Individual,Manual,First Owner,130000
Maruti Swift 1.3 LXI,200780000,Petrol,Individual,Manual,Second Owner,73000
Hyundai Santro Xing GLS,200785000,Petrol,Individual,Manual,Second Owner,85000
Hyundai Elantra 2.0 SX AT,201810000,Petrol,Individual,Automatic,First Owner,1575000
Nissan Sunny Diesel XV,2013105000,Diesel,Individual,Manual,First Owner,325000
Honda City 1.3 EXI,1998120000,Petrol,Individual,Manual,Second Owner,85000
Hyundai Verna 1.6 CRDI SX Option,201830000,Diesel,Dealer,Manual,Second Owner,860000
Maruti S-Cross Sigma DDiS 200 SH,201741000,Diesel,Individual,Manual,First Owner,690000
Hyundai Elantra CRDi S,201354000,Diesel,Dealer,Manual,First Owner,650000
Chevrolet Sail LS ABS,201440000,Diesel,Individual,Manual,First Owner,375000
Hyundai Verna 1.6 SX CRDi (O),201371000,Diesel,Dealer,Manual,First Owner,525000
Maruti Eeco Smiles 5 Seater AC,201672500,Petrol,Dealer,Manual,First Owner,330000
Maruti Eeco Smiles 5 Seater AC,201376600,Petrol,Dealer,Manual,First Owner,280000
Maruti Swift ZXI,201440000,Petrol,Individual,Manual,First Owner,470000
Volkswagen Polo Diesel Trendline 1.2L,2011110000,Diesel,Individual,Manual,First Owner,350000
Honda City 1.5 V Elegance,201263000,Petrol,Dealer,Manual,First Owner,480000
Hyundai Verna 1.6 CRDi SX,201660000,Diesel,Individual,Manual,First Owner,620000
Datsun GO T BSIV,201458000,Petrol,Individual,Manual,First Owner,250000
Chevrolet Spark 1.0,201080000,Petrol,Individual,Manual,Second Owner,78692
Hyundai i20 Magna Optional 1.4 CRDi,201280000,Diesel,Individual,Manual,First Owner,350000
Maruti Wagon R LX Minor,201370000,Petrol,Individual,Manual,Second Owner,250000
Hyundai i20 1.2 Sportz,201197700,Petrol,Individual,Manual,Fourth & Above Owner,260000
Honda Mobilio S i DTEC,201636000,Diesel,Individual,Manual,Second Owner,640000
Tata New Safari DICOR 2.2 EX 4x2,200890000,Diesel,Individual,Manual,Second Owner,220000
Volkswagen Vento 1.5 TDI Highline,2015130000,Diesel,Individual,Manual,First Owner,465000
Maruti Swift Vdi BSIII,2010120000,Diesel,Individual,Manual,Second Owner,229999
Maruti Wagon R VXI BS IV,201815000,Petrol,Individual,Manual,First Owner,425000
Tata Indica GLS BS IV,2008120000,Petrol,Individual,Manual,Third Owner,95000
Hyundai EON LPG Magna Plus,2012170000,LPG,Individual,Manual,Third Owner,170000
Datsun RediGO T Option,201637500,Petrol,Individual,Manual,Second Owner,229999
Maruti 800 Std,199950000,Petrol,Individual,Manual,Third Owner,45000
Maruti Grand Vitara MT,2007145000,Petrol,Individual,Manual,Third Owner,479000
Mahindra KUV 100 mFALCON G80 K8 5str,201660000,Petrol,Individual,Manual,First Owner,370000
Hyundai EON Sportz,201630000,Petrol,Individual,Manual,First Owner,340000
Maruti Swift Dzire ZXI,201635000,Petrol,Individual,Manual,First Owner,620000
Tata Manza Club Class Quadrajet90 EX,201260000,Diesel,Individual,Manual,First Owner,270000
Tata Tiago 1.05 Revotorq XZ Plus,201835000,Diesel,Individual,Manual,First Owner,400000
Maruti Wagon R VXI Optional,201540000,Petrol,Individual,Manual,First Owner,260000
Hyundai Santro LE zipPlus,200350000,Petrol,Individual,Manual,Fourth & Above Owner,48000
Tata Nano Twist XE,201523800,Petrol,Individual,Manual,Second Owner,100000
Nissan Terrano XL Plus 85 PS,201570000,Diesel,Individual,Manual,First Owner,490000
Maruti Wagon R Duo Lxi,201090000,LPG,Individual,Manual,Second Owner,120000
Hyundai i10 Era,2008102000,Petrol,Individual,Manual,Second Owner,125000
Hyundai EON Era Plus,201380000,Petrol,Individual,Manual,First Owner,160000
